user_id,age,gender,country,premium_user,subscription_months,monthly_subscription_fee,payment_method,daily_listening_hours,songs_played_per_day,session_duration,listening_days_per_week,skip_rate,playlist_count,liked_songs,search_frequency,shares_per_month,followed_artists,last_active_days,device_type,notifications_clicked,ads_clicked,monthly_spending,premium_renewals,lifetime_value,engagement_score,retention_score,satisfaction_score,churn
9203,31,Female,Japan,1,33,9.99,Debit Card,1.48,35,184.9,5,86.32,25,289,51,9,115,21,Tablet,68,40,9.99,18,329.67,35.94,0.0,64.24,0
9204,38,Male,Germany,0,0,0.0,Free Plan,4.87,125,117.28,3,54.35,36,3345,78,4,254,0,Tablet,43,47,0.0,0,0.0,100.0,83.69,97.18,0
9205,28,Female,Australia,0,0,0.0,Free Plan,7.81,166,88.63,3,87.06,32,619,69,16,63,21,Mobile,89,41,0.0,0,0.0,100.0,42.38,95.52,1
9206,57,Male,USA,1,39,14.99,Google Pay,8.0,91,72.17,5,70.68,10,4900,48,25,18,28,Web Player,29,9,14.99,11,584.61,100.0,36.8,100.0,0
9207,38,Other,South Korea,0,0,0.0,Free Plan,5.66,89,30.76,4,72.92,41,2510,70,1,248,17,Tablet,62,47,0.0,0,0.0,100.0,52.62,91.84,0
9208,27,Male,Australia,1,9,9.99,Credit Card,1.05,96,41.69,5,84.32,7,245,57,23,53,4,Tablet,43,26,9.99,6,89.91,19.1,0.0,63.09,0
9209,36,Male,Australia,1,5,14.99,Debit Card,7.07,20,24.26,5,47.73,39,1296,7,12,156,2,Web Player,95,4,14.99,10,74.95,100.0,82.68,100.0,0
9210,52,Male,India,0,0,0.0,Free Plan,6.26,93,149.15,1,21.53,27,3525,85,17,180,8,Web Player,68,32,0.0,0,0.0,100.0,81.54,100.0,0
9211,36,Other,Canada,0,0,0.0,Free Plan,7.88,45,214.92,3,93.53,21,3458,52,15,281,4,Tablet,27,19,0.0,0,0.0,100.0,65.94,92.63,0
9212,58,Male,South Korea,1,14,4.99,PayPal,0.77,107,107.66,1,4.26,5,842,25,16,154,12,Desktop,78,19,4.99,16,69.86,26.32,7.04,100.0,0
9213,26,Male,South Korea,1,13,14.99,UPI,5.56,29,96.76,2,36.0,22,3614,12,21,294,19,Web Player,10,43,14.99,1,194.87,100.0,60.7,100.0,0
9214,47,Male,Japan,1,29,9.99,Google Pay,2.58,52,126.69,6,76.5,25,2885,90,20,185,4,Tablet,33,18,9.99,0,289.71,76.4,47.45,74.65,0
9215,35,Female,UK,0,0,0.0,Free Plan,1.11,105,85.18,3,67.62,46,3190,83,3,112,18,Desktop,36,45,0.0,0,0.0,71.6,24.31,71.74,1
9216,22,Female,USA,0,0,0.0,Free Plan,0.96,88,84.51,6,50.72,21,3144,64,4,217,29,Mobile,81,33,0.0,0,0.0,62.39,3.67,79.44,1
9217,41,Male,South Korea,1,15,9.99,Credit Card,1.41,64,151.46,7,25.92,20,2056,6,4,154,3,Desktop,77,36,9.99,18,149.85,52.36,40.08,94.09,0
9218,39,Other,Brazil,1,4,14.99,Debit Card,3.3,193,183.37,4,61.49,49,829,88,11,41,11,Mobile,46,6,14.99,1,59.96,67.84,32.89,85.75,1
9219,44,Male,UK,0,0,0.0,Free Plan,4.78,104,186.95,6,91.48,36,3871,86,24,30,25,Tablet,24,6,0.0,0,0.0,100.0,35.06,78.16,0
9220,58,Male,India,0,0,0.0,Free Plan,7.97,197,84.68,6,74.79,7,3069,48,17,138,3,Tablet,81,45,0.0,0,0.0,100.0,73.06,100.0,0
9221,32,Male,India,1,29,9.99,UPI,2.6,130,112.84,5,16.66,13,2877,36,11,227,29,Web Player,59,49,9.99,7,289.71,72.62,24.12,100.0,1
9222,30,Male,South Korea,1,28,14.99,Credit Card,1.33,163,154.8,5,89.33,2,534,42,6,58,17,Tablet,63,15,14.99,18,419.72,22.54,0.0,61.98,1
9223,56,Other,Canada,0,0,0.0,Free Plan,2.64,106,64.65,6,4.91,27,1981,22,27,122,13,Tablet,94,12,0.0,0,0.0,65.81,44.84,100.0,0
9224,41,Other,UK,1,18,14.99,UPI,0.72,154,181.27,6,63.18,10,3439,47,19,206,17,Mobile,3,43,14.99,11,269.82,56.89,12.44,72.01,1
9225,40,Male,Brazil,0,0,0.0,Free Plan,1.37,51,223.88,7,56.37,31,2284,68,28,205,18,Web Player,99,26,0.0,0,0.0,62.29,18.38,78.66,0
9226,58,Other,USA,1,35,14.99,Credit Card,7.44,134,12.94,1,13.13,6,2387,49,0,221,0,Mobile,4,2,14.99,22,524.65,100.0,96.06,100.0,0
9227,18,Other,USA,1,21,9.99,PayPal,2.67,44,221.65,2,36.14,8,4686,51,11,228,5,Web Player,60,40,9.99,11,209.79,88.96,70.62,95.28,0
9228,50,Male,Germany,0,0,0.0,Free Plan,2.56,27,223.81,5,95.35,3,2190,11,19,189,17,Web Player,97,23,0.0,0,0.0,58.45,4.35,65.12,1
9229,48,Other,France,1,14,4.99,PayPal,0.21,27,162.07,5,78.56,34,4088,72,16,84,17,Desktop,3,17,4.99,9,69.86,64.18,15.11,61.77,1
9230,29,Other,Japan,0,0,0.0,Free Plan,7.72,75,99.44,1,5.69,43,2231,35,23,144,11,Mobile,41,45,0.0,0,0.0,100.0,81.79,100.0,0
9231,25,Female,Germany,1,45,14.99,Google Pay,3.75,35,167.69,4,42.2,10,1704,94,18,90,12,Mobile,91,1,14.99,5,674.55,64.04,33.38,97.65,0
9232,54,Male,UK,0,0,0.0,Free Plan,4.45,180,47.59,6,40.5,41,4151,53,4,99,23,Web Player,39,3,0.0,0,0.0,100.0,53.35,100.0,1
9233,50,Female,Germany,0,0,0.0,Free Plan,1.16,58,120.55,6,26.1,27,1087,32,20,99,8,Mobile,21,4,0.0,0,0.0,40.92,21.09,92.75,0
9234,22,Female,Canada,0,0,0.0,Free Plan,7.01,46,27.6,3,59.36,36,1359,69,26,232,5,Web Player,21,20,0.0,0,0.0,100.0,74.69,100.0,0
9235,23,Male,Australia,1,16,4.99,Apple Pay,0.38,58,129.56,3,55.8,33,4716,66,23,37,1,Tablet,7,8,4.99,11,79.84,69.31,51.07,74.0,0
9236,26,Other,Germany,1,45,14.99,Credit Card,0.88,172,225.82,3,93.54,42,3245,34,9,184,1,Desktop,49,24,14.99,7,674.55,71.45,41.89,57.63,0
9237,37,Female,France,1,10,4.99,Credit Card,5.31,125,12.49,3,6.14,19,2903,79,5,57,24,Desktop,93,46,4.99,9,49.9,94.48,56.64,100.0,0
9238,51,Other,France,1,15,4.99,UPI,0.33,171,195.82,6,38.35,46,972,35,13,222,14,Tablet,29,25,4.99,8,74.85,47.12,14.61,82.48,0
9239,24,Other,France,1,30,4.99,Apple Pay,4.55,58,15.29,4,46.65,26,2608,44,1,120,14,Desktop,34,15,4.99,14,149.7,90.58,55.58,99.42,0
9240,22,Other,Australia,1,9,4.99,PayPal,3.84,114,211.5,3,19.96,48,689,72,29,200,27,Desktop,35,30,4.99,1,44.91,79.29,32.8,100.0,1
9241,53,Other,USA,0,0,0.0,Free Plan,7.34,133,42.36,1,1.16,29,4586,41,5,211,21,Desktop,69,7,0.0,0,0.0,100.0,68.15,100.0,0
9242,37,Other,India,0,0,0.0,Free Plan,2.62,64,52.73,4,34.98,40,4890,6,25,285,25,Desktop,2,42,0.0,0,0.0,100.0,52.01,95.61,0
9243,58,Female,India,0,0,0.0,Free Plan,3.46,9,107.23,2,50.7,21,2442,98,4,49,3,Desktop,96,33,0.0,0,0.0,71.97,52.26,91.95,0
9244,51,Female,UK,0,0,0.0,Free Plan,6.35,63,97.38,6,87.09,45,2929,82,6,242,12,Desktop,94,27,0.0,0,0.0,100.0,55.87,88.2,0
9245,18,Female,Germany,1,30,14.99,Credit Card,4.17,76,143.03,2,49.3,2,3044,43,24,44,25,Web Player,8,7,14.99,10,449.7,75.34,23.05,96.2,1
9246,30,Other,UK,0,0,0.0,Free Plan,2.24,153,70.16,1,63.58,22,3668,54,23,3,9,Web Player,41,29,0.0,0,0.0,70.23,37.66,79.41,1
9247,54,Female,India,1,42,14.99,Debit Card,7.71,86,171.65,2,55.73,37,3145,2,11,16,6,Mobile,85,46,14.99,8,629.58,100.0,74.28,100.0,0
9248,36,Male,Germany,1,11,14.99,Credit Card,1.99,150,103.84,7,79.75,27,3506,57,26,122,7,Tablet,23,29,14.99,17,164.89,74.56,40.14,70.08,0
9249,19,Female,India,0,0,0.0,Free Plan,4.43,99,229.45,3,33.09,16,1593,83,14,65,25,Web Player,77,13,0.0,0,0.0,71.48,24.05,100.0,1
9250,33,Male,South Korea,1,4,14.99,Apple Pay,0.4,51,184.11,3,30.72,29,4266,91,15,250,20,Mobile,70,10,14.99,1,59.96,73.66,34.44,86.64,1
9251,48,Other,Brazil,1,12,4.99,UPI,7.96,94,166.26,1,29.05,27,4181,18,11,88,3,Desktop,38,9,4.99,9,59.88,100.0,86.78,100.0,0
9252,23,Female,UK,1,38,14.99,UPI,0.52,89,40.01,4,63.12,14,2792,53,6,86,10,Tablet,64,8,14.99,5,569.62,44.42,10.48,71.04,0
9253,48,Other,South Korea,1,38,4.99,Debit Card,1.16,47,61.67,6,18.05,29,3106,26,23,91,4,Tablet,89,5,4.99,0,189.62,61.71,50.3,96.77,0
9254,23,Female,Canada,1,21,9.99,Google Pay,1.59,20,68.29,1,74.8,15,3872,45,27,241,10,Mobile,61,28,9.99,18,209.79,74.17,36.73,70.55,1
9255,19,Female,South Korea,1,32,14.99,PayPal,5.3,12,105.93,2,80.48,44,1676,61,25,99,3,Desktop,10,11,14.99,0,479.68,96.71,68.07,86.26,0
9256,26,Male,Canada,1,23,4.99,PayPal,6.06,178,181.0,7,46.37,44,4692,2,4,127,23,Mobile,32,29,4.99,10,114.77,100.0,51.59,100.0,0
9257,21,Other,France,1,7,4.99,Credit Card,4.24,191,45.11,3,79.37,15,1217,61,13,46,14,Web Player,97,21,4.99,13,34.93,64.37,19.56,81.52,0
9258,35,Other,Japan,1,23,9.99,Apple Pay,2.86,36,201.66,6,66.9,4,1257,26,18,216,17,Tablet,66,29,9.99,23,229.77,53.97,8.4,80.85,0
9259,40,Male,Canada,1,33,14.99,PayPal,7.93,176,146.57,7,39.83,2,1777,76,4,150,18,Desktop,19,13,14.99,6,494.67,100.0,61.05,100.0,0
9260,40,Female,South Korea,0,0,0.0,Free Plan,0.57,53,34.31,3,58.62,45,3854,48,20,4,6,Mobile,43,23,0.0,0,0.0,66.94,40.35,73.54,0
9261,46,Other,USA,1,5,14.99,Google Pay,6.05,32,56.14,5,47.1,13,1060,37,8,33,10,Web Player,83,47,14.99,0,74.95,79.25,50.12,100.0,0
9262,38,Female,Brazil,1,6,4.99,PayPal,7.8,176,80.91,7,58.66,36,2957,14,21,154,29,Mobile,86,8,4.99,6,29.94,100.0,38.9,100.0,0
9263,51,Male,France,1,1,9.99,UPI,6.82,142,32.24,6,70.54,29,1340,36,20,288,17,Desktop,24,15,9.99,3,9.99,100.0,53.34,98.83,1
9264,31,Male,France,1,38,9.99,Google Pay,7.5,188,150.75,2,21.5,3,4320,61,21,87,7,Tablet,93,19,9.99,12,379.62,100.0,83.05,100.0,0
9265,55,Other,Japan,0,0,0.0,Free Plan,5.74,86,192.58,3,81.08,13,2568,3,9,14,24,Tablet,39,33,0.0,0,0.0,90.28,29.96,88.16,1
9266,41,Other,India,1,46,9.99,Credit Card,4.86,76,60.59,6,74.88,26,4229,22,11,282,24,Mobile,21,44,9.99,16,459.54,100.0,41.54,86.86,1
9267,57,Female,Germany,0,0,0.0,Free Plan,7.83,93,204.26,6,56.35,46,4447,89,20,229,1,Mobile,17,16,0.0,0,0.0,100.0,81.59,100.0,0
9268,18,Male,Germany,1,12,4.99,Google Pay,0.98,196,71.52,3,5.69,43,964,34,18,248,27,Mobile,16,21,4.99,15,59.88,53.34,11.13,100.0,1
9269,18,Male,France,1,34,14.99,UPI,3.22,155,93.76,5,50.87,1,3884,1,3,149,15,Tablet,72,14,14.99,0,509.66,78.99,41.23,90.66,0
9270,52,Male,South Korea,1,11,14.99,PayPal,0.76,22,160.11,7,96.26,16,596,49,16,193,18,Mobile,10,22,14.99,19,164.89,31.21,0.0,55.67,1
9271,36,Female,UK,1,12,14.99,PayPal,2.61,87,110.53,1,8.02,49,3936,6,23,42,1,Desktop,13,3,14.99,17,179.88,92.06,88.15,100.0,0
9272,51,Other,Germany,1,29,9.99,Debit Card,4.52,41,102.59,4,66.12,28,2412,65,13,214,17,Tablet,64,2,9.99,18,289.71,94.02,48.68,89.54,0
9273,50,Male,Brazil,1,28,4.99,Apple Pay,2.13,182,82.84,6,19.52,31,1316,13,8,38,21,Desktop,43,45,4.99,19,139.72,51.86,14.5,100.0,0
9274,55,Male,Japan,1,44,4.99,Google Pay,3.87,110,27.45,3,18.86,46,3081,6,25,174,27,Web Player,4,19,4.99,9,219.56,100.0,53.84,100.0,0
9275,21,Male,South Korea,0,0,0.0,Free Plan,0.57,121,213.89,5,13.2,45,4100,72,15,167,5,Desktop,12,39,0.0,0,0.0,77.55,66.09,96.25,0
9276,30,Male,USA,1,42,4.99,Apple Pay,1.64,127,157.64,3,16.8,35,1199,89,16,30,15,Desktop,0,8,4.99,4,209.58,47.39,19.85,99.8,0
9277,19,Other,India,0,0,0.0,Free Plan,4.06,113,118.73,5,13.63,0,4567,42,27,74,22,Desktop,46,14,0.0,0,0.0,89.97,52.88,100.0,1
9278,31,Male,South Korea,1,15,9.99,UPI,7.72,175,41.39,4,35.91,20,4541,43,20,140,14,Mobile,43,2,9.99,14,149.85,100.0,68.23,100.0,0
9279,32,Male,UK,1,3,4.99,Credit Card,3.8,190,182.18,2,21.45,27,4878,64,18,96,12,Mobile,76,46,4.99,8,14.97,100.0,75.56,100.0,0
9280,25,Male,USA,1,10,9.99,Apple Pay,3.63,12,193.65,3,11.17,20,2622,19,16,130,0,Mobile,80,11,9.99,15,99.9,79.02,75.67,100.0,0
9281,33,Male,France,1,11,14.99,Credit Card,5.76,166,88.22,6,60.81,37,4179,27,16,31,24,Mobile,20,38,14.99,14,164.89,100.0,45.76,98.39,0
9282,41,Other,UK,0,0,0.0,Free Plan,0.74,100,116.83,4,64.46,17,511,24,18,282,28,Desktop,12,26,0.0,0,0.0,35.11,0.0,71.47,1
9283,40,Female,France,0,0,0.0,Free Plan,1.24,181,187.53,7,73.58,30,4642,24,26,43,27,Tablet,35,41,0.0,0,0.0,75.97,13.4,69.41,1
9284,58,Male,India,1,30,9.99,Credit Card,6.17,121,190.69,6,32.45,19,874,84,25,135,10,Tablet,54,35,9.99,8,299.7,86.69,61.95,100.0,0
9285,22,Male,Germany,1,39,14.99,Debit Card,6.96,126,38.21,3,93.06,13,868,97,27,140,0,Web Player,8,45,14.99,18,584.61,91.78,63.86,88.27,0
9286,36,Male,UK,1,10,4.99,Debit Card,3.82,114,150.0,7,37.51,3,2537,61,21,287,5,Web Player,46,9,4.99,21,49.9,79.42,60.67,100.0,0
9287,24,Male,South Korea,1,32,14.99,Google Pay,6.48,177,64.49,5,16.17,33,871,32,2,146,27,Web Player,23,30,14.99,12,479.68,97.31,51.96,100.0,0
9288,50,Male,India,0,0,0.0,Free Plan,4.58,42,89.19,6,10.41,34,2098,45,12,174,25,Tablet,39,42,0.0,0,0.0,92.48,51.86,100.0,1
9289,30,Other,USA,1,10,9.99,Apple Pay,3.02,144,218.38,6,16.81,37,3617,42,13,251,11,Desktop,98,37,9.99,19,99.9,97.42,75.88,100.0,0
9290,53,Female,Japan,1,33,9.99,Apple Pay,3.21,125,201.41,5,36.19,5,2709,47,12,3,11,Desktop,53,36,9.99,18,329.67,61.84,34.48,97.95,0
9291,43,Other,Australia,0,0,0.0,Free Plan,3.27,130,170.1,5,90.35,11,2868,48,13,236,0,Web Player,63,15,0.0,0,0.0,78.68,51.58,71.18,0
9292,40,Other,South Korea,1,30,9.99,PayPal,4.13,142,233.28,6,76.05,9,2810,37,6,90,22,Tablet,1,3,9.99,7,299.7,78.4,22.59,82.62,1
9293,37,Other,Australia,1,6,14.99,Debit Card,6.03,66,11.1,2,25.12,17,189,67,22,86,4,Tablet,11,0,14.99,5,89.94,74.99,61.45,100.0,0
9294,32,Male,Australia,1,11,4.99,UPI,1.2,105,80.78,4,20.39,7,4936,91,2,44,5,Desktop,40,34,4.99,6,54.89,67.06,53.44,95.81,0
9295,22,Male,UK,0,0,0.0,Free Plan,6.3,196,17.86,4,7.27,47,3948,89,9,131,28,Web Player,63,3,0.0,0,0.0,100.0,55.82,100.0,1
9296,26,Female,Canada,0,0,0.0,Free Plan,3.88,41,146.56,2,37.2,17,1721,29,6,204,4,Desktop,69,47,0.0,0,0.0,74.71,57.55,100.0,0
9297,20,Female,Japan,0,0,0.0,Free Plan,4.65,181,235.57,2,48.84,12,1215,32,26,145,14,Web Player,48,44,0.0,0,0.0,71.9,36.25,98.83,0
9298,59,Other,UK,0,0,0.0,Free Plan,4.56,173,107.5,7,55.57,13,1872,89,5,180,29,Mobile,15,16,0.0,0,0.0,79.82,19.65,95.02,0
9299,58,Other,France,1,10,14.99,UPI,3.37,141,13.91,1,32.42,31,4564,84,11,270,17,Web Player,25,48,14.99,11,149.9,100.0,64.77,100.0,0
9300,38,Female,Germany,0,0,0.0,Free Plan,7.16,7,53.27,7,31.94,16,2311,33,0,141,26,Mobile,3,45,0.0,0,0.0,100.0,51.42,100.0,0
9301,41,Male,Canada,0,0,0.0,Free Plan,3.91,174,197.45,3,96.15,12,3655,91,14,100,13,Tablet,20,43,0.0,0,0.0,86.65,38.31,71.47,0
9302,46,Other,South Korea,1,25,14.99,PayPal,7.45,136,186.21,4,24.76,10,180,72,1,172,8,Mobile,72,26,14.99,8,374.75,89.9,70.47,100.0,0
9303,41,Male,Australia,0,0,0.0,Free Plan,7.88,80,78.55,1,83.73,24,4003,22,26,39,17,Web Player,21,17,0.0,0,0.0,100.0,49.38,97.53,1
9304,46,Female,Australia,1,4,14.99,Google Pay,1.78,151,121.76,1,29.57,38,1634,55,5,231,25,Mobile,11,42,14.99,6,59.96,64.69,18.32,94.12,0
9305,31,Male,Japan,1,33,14.99,Google Pay,1.26,106,213.58,7,24.52,37,4709,99,2,169,6,Tablet,53,33,14.99,1,494.67,86.64,70.28,94.04,0
9306,35,Other,Australia,1,32,14.99,Debit Card,6.55,46,51.27,2,0.39,27,2264,45,16,178,21,Desktop,78,35,14.99,6,479.68,100.0,68.38,100.0,0
9307,47,Female,Japan,0,0,0.0,Free Plan,6.75,164,32.32,7,40.94,43,4400,14,7,234,6,Web Player,19,0,0.0,0,0.0,100.0,78.72,100.0,0
9308,39,Female,India,1,9,14.99,Apple Pay,5.52,192,221.85,7,97.36,20,2147,73,0,211,18,Mobile,80,28,14.99,4,134.91,97.22,41.01,78.92,0
9309,32,Female,South Korea,0,0,0.0,Free Plan,6.65,139,25.51,7,98.48,6,1818,9,15,169,18,Tablet,16,0,0.0,0,0.0,96.13,39.59,84.01,0
9310,36,Female,Canada,1,12,14.99,Credit Card,6.4,186,208.26,7,14.07,0,4545,50,27,129,19,Desktop,48,11,14.99,14,179.88,100.0,67.28,100.0,1
9311,30,Other,Canada,0,0,0.0,Free Plan,4.38,57,79.85,1,18.79,15,2910,32,11,77,19,Mobile,73,45,0.0,0,0.0,84.25,50.11,100.0,1
9312,27,Male,USA,0,0,0.0,Free Plan,1.44,98,238.02,6,79.84,8,3813,14,3,240,11,Mobile,74,49,0.0,0,0.0,68.53,28.08,67.28,1
9313,51,Other,Canada,0,0,0.0,Free Plan,7.69,101,34.1,1,67.69,48,399,64,11,275,26,Desktop,75,3,0.0,0,0.0,100.0,40.69,100.0,1
9314,42,Male,South Korea,0,0,0.0,Free Plan,7.16,196,108.36,5,73.11,48,1913,70,23,226,14,Web Player,12,0,0.0,0,0.0,100.0,57.07,99.25,0
9315,33,Male,USA,1,37,4.99,Apple Pay,4.22,46,59.52,5,85.12,9,1933,83,3,127,27,Web Player,77,35,4.99,16,184.63,72.38,6.34,78.54,0
9316,35,Male,Germany,1,42,14.99,Debit Card,5.16,177,180.71,6,52.4,32,2577,10,12,1,29,Web Player,24,34,14.99,6,629.58,93.42,34.2,99.6,1
9317,34,Other,Germany,1,13,14.99,Google Pay,7.37,190,60.16,4,40.83,1,4467,12,16,81,1,Tablet,57,49,14.99,16,194.87,100.0,86.25,100.0,0
9318,56,Male,Brazil,1,20,4.99,PayPal,0.9,111,96.52,6,82.34,0,353,27,29,122,23,Web Player,26,9,4.99,0,99.8,18.63,0.0,63.33,1
9319,30,Other,France,0,0,0.0,Free Plan,1.59,141,166.42,5,11.86,39,929,71,13,83,28,Mobile,22,36,0.0,0,0.0,48.84,3.28,100.0,1
9320,54,Male,Germany,1,38,4.99,Credit Card,2.83,85,178.58,1,70.6,37,4044,36,2,72,29,Mobile,4,19,4.99,3,189.62,90.84,26.16,78.85,1
9321,47,Male,Brazil,1,26,9.99,Apple Pay,0.34,65,235.8,4,32.66,35,2080,48,12,240,17,Desktop,94,37,9.99,9,259.74,53.7,18.4,85.37,0
9322,34,Male,India,1,34,14.99,Google Pay,7.48,65,38.63,1,76.3,5,2083,37,16,126,17,Web Player,64,20,14.99,3,509.66,100.0,51.61,99.25,0
9323,57,Male,South Korea,1,13,4.99,PayPal,1.69,57,220.27,3,48.03,4,2488,80,15,54,20,Desktop,46,35,4.99,0,64.87,46.48,2.07,84.44,0
9324,50,Male,USA,0,0,0.0,Free Plan,1.81,180,136.41,1,90.94,43,114,51,20,64,13,Web Player,35,21,0.0,0,0.0,43.94,0.0,63.58,0
9325,29,Female,Canada,0,0,0.0,Free Plan,6.8,72,30.14,2,63.12,32,3933,21,23,185,27,Web Player,28,47,0.0,0,0.0,100.0,40.56,100.0,1
9326,30,Female,UK,1,47,14.99,Debit Card,6.72,21,53.31,7,34.69,42,2751,45,9,229,21,Mobile,60,39,14.99,4,704.53,100.0,58.09,100.0,0
9327,43,Female,USA,1,2,9.99,PayPal,2.4,48,134.78,7,34.83,49,3432,6,6,128,6,Desktop,70,8,9.99,23,19.98,89.22,69.77,94.59,0
9328,40,Female,South Korea,1,16,9.99,Apple Pay,3.03,120,73.72,2,36.57,24,2045,67,18,223,11,Tablet,99,5,9.99,11,159.84,73.9,46.43,96.87,0
9329,19,Other,Japan,1,33,9.99,UPI,2.13,172,133.12,5,7.69,15,4376,88,18,60,13,Desktop,90,8,9.99,5,329.67,75.56,53.75,100.0,0
9330,47,Male,Canada,0,0,0.0,Free Plan,6.64,121,37.32,6,75.95,22,2680,57,13,223,20,Web Player,53,36,0.0,0,0.0,100.0,47.22,95.22,0
9331,42,Other,Australia,1,11,4.99,Debit Card,1.54,38,85.0,7,25.89,15,4067,65,14,42,3,Mobile,38,15,4.99,9,54.89,65.67,53.4,94.76,0
9332,52,Female,South Korea,1,39,9.99,Debit Card,3.69,95,113.23,7,8.08,12,233,54,3,221,5,Tablet,96,5,9.99,4,389.61,56.28,46.36,100.0,0
9333,35,Female,South Korea,1,47,14.99,UPI,6.22,42,194.51,7,51.97,5,3440,33,29,298,15,Web Player,81,37,14.99,7,704.53,100.0,61.91,100.0,0
9334,46,Female,Japan,0,0,0.0,Free Plan,7.43,21,196.07,7,0.89,11,3956,2,11,73,22,Tablet,33,25,0.0,0,0.0,100.0,66.73,100.0,0
9335,34,Male,Brazil,1,27,9.99,UPI,4.38,150,147.49,6,39.98,22,1686,33,0,88,7,Tablet,79,34,9.99,16,269.73,76.06,53.57,100.0,0
9336,44,Male,UK,0,0,0.0,Free Plan,2.9,189,78.35,1,73.01,49,3963,0,24,141,14,Desktop,98,44,0.0,0,0.0,100.0,57.1,78.0,0
9337,25,Female,Canada,1,32,14.99,Debit Card,5.73,121,112.91,7,0.92,35,3742,70,22,282,1,Web Player,97,21,14.99,9,479.68,100.0,98.22,100.0,0
9338,36,Other,France,1,46,9.99,PayPal,1.49,14,199.59,7,42.87,48,635,77,12,12,25,Mobile,12,28,9.99,1,459.54,45.85,0.0,86.02,0
9339,58,Male,Australia,1,36,14.99,Apple Pay,0.25,30,188.04,7,61.9,48,127,28,19,75,3,Web Player,72,45,14.99,23,539.64,31.52,8.45,70.3,1
9340,46,Female,UK,1,1,9.99,PayPal,3.75,123,180.85,7,81.38,14,3170,3,14,96,22,Web Player,56,39,9.99,15,9.99,81.0,23.59,78.06,0
9341,22,Other,South Korea,1,33,9.99,Debit Card,7.21,187,38.79,4,11.87,31,2030,79,21,185,18,Tablet,27,9,9.99,15,329.67,100.0,69.44,100.0,0
9342,34,Male,USA,0,0,0.0,Free Plan,5.4,174,75.75,4,77.05,26,1,54,3,99,9,Web Player,37,1,0.0,0,0.0,71.96,35.34,88.47,1
9343,55,Other,UK,1,1,14.99,Google Pay,5.74,141,233.12,2,17.25,13,268,98,18,89,25,Desktop,91,16,14.99,16,14.99,71.03,28.36,100.0,0
9344,39,Male,USA,1,44,14.99,Google Pay,5.46,110,224.42,4,44.08,8,331,54,13,40,3,Mobile,87,40,14.99,15,659.56,63.91,46.19,100.0,0
9345,43,Female,USA,1,41,9.99,Google Pay,1.42,51,143.05,2,42.49,17,2805,18,14,19,19,Desktop,4,44,9.99,16,409.59,51.7,10.45,85.85,0
9346,39,Male,France,1,33,9.99,PayPal,1.11,146,49.11,6,52.94,37,1032,62,16,98,10,Tablet,19,40,9.99,4,329.67,44.82,13.94,79.08,0
9347,29,Male,USA,0,0,0.0,Free Plan,7.86,129,31.95,6,44.14,20,1717,81,5,269,7,Web Player,57,4,0.0,0,0.0,100.0,76.26,100.0,0
9348,39,Other,South Korea,1,13,4.99,PayPal,6.09,124,66.44,3,24.5,11,2256,53,19,167,20,Web Player,82,3,4.99,5,64.87,97.31,59.96,100.0,0
9349,24,Male,France,1,19,14.99,Apple Pay,4.49,86,94.19,3,8.13,28,2757,91,21,257,18,Mobile,86,25,14.99,5,284.81,99.32,69.88,100.0,0
9350,34,Female,Brazil,0,0,0.0,Free Plan,4.82,103,221.74,5,94.19,35,349,71,25,101,15,Desktop,31,46,0.0,0,0.0,74.24,23.48,77.0,1
9351,21,Male,South Korea,1,37,14.99,Credit Card,4.41,127,106.77,4,90.73,35,3284,19,4,210,29,Web Player,3,10,14.99,12,554.63,100.0,29.28,76.69,1
9352,46,Other,India,1,9,14.99,Google Pay,0.96,8,189.33,7,85.45,42,1326,12,8,167,26,Desktop,31,42,14.99,9,134.91,52.21,0.0,62.07,1
9353,24,Other,Japan,1,15,4.99,UPI,4.01,108,229.66,6,92.03,0,3515,38,8,196,10,Tablet,16,49,4.99,16,74.85,85.05,42.44,74.03,0
9354,28,Female,UK,1,40,9.99,UPI,4.74,173,15.43,5,33.38,20,3685,61,5,258,2,Desktop,59,18,9.99,19,399.6,100.0,86.99,100.0,0
9355,27,Other,Australia,1,41,14.99,Credit Card,6.87,179,198.42,4,7.37,4,2942,0,29,282,21,Mobile,26,38,14.99,10,614.59,100.0,66.29,100.0,0
9356,59,Male,USA,1,38,14.99,PayPal,5.12,49,147.39,1,92.94,4,2933,84,13,247,24,Tablet,70,18,14.99,10,569.62,94.88,31.0,79.13,1
9357,53,Male,Germany,0,0,0.0,Free Plan,5.78,108,66.33,4,50.04,8,3262,17,6,194,13,Tablet,54,44,0.0,0,0.0,100.0,65.49,100.0,0
9358,57,Male,USA,0,0,0.0,Free Plan,3.67,102,49.87,3,93.0,43,2112,0,3,73,9,Tablet,3,48,0.0,0,0.0,82.97,41.57,71.85,1
9359,23,Other,Germany,1,26,14.99,UPI,5.81,159,37.53,6,41.63,22,2187,18,19,288,9,Tablet,97,6,14.99,19,389.74,100.0,74.01,100.0,0
9360,51,Male,Brazil,0,0,0.0,Free Plan,6.35,69,236.9,5,41.85,5,774,30,3,26,25,Tablet,23,33,0.0,0,0.0,75.04,24.99,100.0,0
